mlbam_id,name,norm_name,mlb_team,il_type,status_code,status_desc
663624,Ryan Mountcastle,ryan mountcastle,BAL,60-day,D60,Injured 60-Day
656811,Ryan O'Hearn,ryan ohearn,PIT,10-day,D10,Injured 10-Day
701000,Ryan Och,ryan och,SD,60-day,D60,Injured 60-Day
835218,Ryan Oshinskie,ryan oshinskie,MIL,full-season,ILF,Injured - Full Season
823694,Ryan Osinski,ryan osinski,NYY,full-season,ILF,Injured - Full Season
686752,Ryan Pepiot,ryan pepiot,TB,60-day,D60,Injured 60-Day
811266,Ryan Reed,ryan reed,SD,7-day,D7,Injured 7-Day
657044,Ryan Thompson,ryan thompson,AZ,15-day,D15,Injured 15-Day
701511,Ryan Watson,ryan watson,TOR,60-day,D60,Injured 60-Day
677960,Ryan Weathers,ryan weathers,NYY,15-day,D15,Injured 15-Day
834240,Ryan Wideman,ryan wideman,SD,7-day,D7,Injured 7-Day
669194,Ryne Nelson,ryne nelson,AZ,60-day,D60,Injured 60-Day
823883,Salvador Casado,salvador casado,BAL,60-day,D60,Injured 60-Day
696147,Sam Bachman,sam bachman,LAA,15-day,D15,Injured 15-Day
680397,Sam Benschoter,sam benschoter,CIN,7-day,D7,Injured 7-Day
822760,Sam Garcia,sam garcia,MIL,7-day,D7,Injured 7-Day
821456,Sam Gerth,sam gerth,COL,full-season,ILF,Injured - Full Season
802413,Sam Horn,sam horn,LAD,60-day,D60,Injured 60-Day
815044,Sam Mongelli,sam mongelli,LAD,7-day,D7,Injured 7-Day
835380,Sam Rochard,sam rochard,MIN,60-day,D60,Injured 60-Day
802511,Sam Shaw,sam shaw,TOR,7-day,D7,Injured 7-Day
702023,Sam Stuhr,sam stuhr,ATH,60-day,D60,Injured 60-Day
802517,Sam White,sam white,TOR,60-day,D60,Injured 60-Day
669392,Samad Taylor,samad taylor,SD,10-day,D10,Injured 10-Day
837043,Samil Valdivieso,samil valdivieso,HOU,60-day,D60,Injured 60-Day
808247,Samuel Sanchez,samuel sanchez,LAD,60-day,D60,Injured 60-Day
829493,Samuel Savinon,samuel savinon,LAD,7-day,D7,Injured 7-Day
679029,Samuel Vásquez,samuel vasquez,MIA,60-day,D60,Injured 60-Day
696519,Samy Natera Jr.,samy natera jr,LAA,15-day,D15,Injured 15-Day
506702,Sandy León,sandy leon,ATL,60-day,D60,Injured 60-Day
829764,Santiago Castellanos,santiago castellanos,MIN,60-day,D60,Injured 60-Day
829761,Santiago Gil,santiago gil,AZ,60-day,D60,Injured 60-Day
829054,Santiago Leon,santiago leon,MIN,full-season,ILF,Injured - Full Season
829775,Santiago Martinez,santiago martinez,MIL,60-day,D60,Injured 60-Day
838009,Santiago Moreno,santiago moreno,WSH,60-day,D60,Injured 60-Day
837219,Saúl Figuereo,saul figuereo,STL,60-day,D60,Injured 60-Day
807078,Sean Duncan,sean duncan,NYY,full-season,ILF,Injured - Full Season
834243,Sean Episcope,sean episcope,MIL,60-day,D60,Injured 60-Day
686184,Sean Harney,sean harney,AZ,full-season,ILF,Injured - Full Season
683169,Sean McLain,sean mclain,LAD,7-day,D7,Injured 7-Day
807743,Sean Sullivan,sean sullivan,COL,15-day,D15,Injured 15-Day
822232,Sebastian Casanova,sebastian casanova,TOR,7-day,D7,Injured 7-Day
837781,Sebastian Rivas,sebastian rivas,NYY,60-day,D60,Injured 60-Day
665861,Sebastián Rivero,sebastian rivero,LAA,60-day,D60,Injured 60-Day
691828,Sem Robberse,sem robberse,STL,60-day,D60,Injured 60-Day
815825,Seth Hernandez,seth hernandez,PIT,60-day,D60,Injured 60-Day
804610,Shai Robinson,shai robinson,MIN,full-season,ILF,Injured - Full Season
669456,Shane Bieber,shane bieber,TOR,15-day,D15,Injured 15-Day
687071,Shane Sasaki,shane sasaki,CIN,60-day,D60,Injured 60-Day
641312,Shaun Anderson,shaun anderson,LAA,15-day,D15,Injured 15-Day
542888,Shawn Armstrong,shawn armstrong,CLE,60-day,D60,Injured 60-Day
815272,Shay Timmer,shay timmer,DET,60-day,D60,Injured 60-Day
669127,Shea Langeliers,shea langeliers,ATH,10-day,D10,Injured 10-Day
571946,Shelby Miller,shelby miller,CHC,60-day,D60,Injured 60-Day
806823,Sheng-En Lin,sheng-en lin,CIN,60-day,D60,Injured 60-Day
809130,Simon Gregersen,simon gregersen,AZ,60-day,D60,Injured 60-Day
677944,Slade Cecconi,slade cecconi,CLE,15-day,D15,Injured 15-Day
695426,Spencer Bramwell,spencer bramwell,MIA,7-day,D7,Injured 7-Day
689070,Spencer Packard,spencer packard,SEA,7-day,D7,Injured 7-Day
680885,Spencer Schwellenbach,spencer schwellenbach,ATL,60-day,D60,Injured 60-Day
668715,Spencer Steer,spencer steer,CIN,10-day,D10,Injured 10-Day
675911,Spencer Strider,spencer strider,ATL,60-day,D60,Injured 60-Day
837707,Starlyn De La Cruz,starlyn de la cruz,ATL,60-day,D60,Injured 60-Day
663568,Stephen Kolek,stephen kolek,KC,60-day,D60,Injured 60-Day
836968,Steven Gonzalez,steven gonzalez,TB,full-season,ILF,Injured - Full Season
821823,Sthiven Benitez,sthiven benitez,KC,full-season,ILF,Injured - Full Season
697813,T.J. Brock,tj brock,TOR,7-day,D7,Injured 7-Day
681084,Tanner Andrews,tanner andrews,TOR,7-day,D7,Injured 7-Day
621383,Tanner Banks,tanner banks,PHI,60-day,D60,Injured 60-Day
828705,Tanner Gillis,tanner gillis,MIL,60-day,D60,Injured 60-Day
805784,Tanner Hall,tanner hall,MIN,full-season,ILF,Injured - Full Season
656557,Tanner Houck,tanner houck,BOS,60-day,D60,Injured 60-Day
695020,Tanner Murray,tanner murray,CWS,60-day,D60,Injured 60-Day
823801,Tanner Smith,tanner smith,BAL,60-day,D60,Injured 60-Day
816111,Tate Southisene,tate southisene,ATL,7-day,D7,Injured 7-Day
702261,Termarr Johnson,termarr johnson,PIT,full-season,ILF,Injured - Full Season
695765,Thatcher Hurd,thatcher hurd,NYY,60-day,D60,Injured 60-Day
693647,Thomas Balboni Jr.,thomas balboni jr,NYY,7-day,D7,Injured 7-Day
825099,Thomas Higgins,thomas higgins,SEA,7-day,D7,Injured 7-Day
821431,Thomas Mangus,thomas mangus,CHC,full-season,ILF,Injured - Full Season
806258,Thomas White,thomas white,MIA,60-day,D60,Injured 60-Day
837340,Tijn Fredrikze,tijn fredrikze,NYY,60-day,D60,Injured 60-Day
703634,Todd Kniebbe,todd kniebbe,BAL,7-day,D7,Injured 7-Day
814512,Tommy O'Rourke,tommy orourke,NYY,full-season,ILF,Injured - Full Season
694371,Tommy Troy,tommy troy,AZ,10-day,D10,Injured 10-Day
664062,Tony Gonsolin,tony gonsolin,KC,15-day,D15,Injured 15-Day
823994,Trace Baker,trace baker,TOR,7-day,D7,Injured 7-Day
829403,Trace Phillips,trace phillips,TB,60-day,D60,Injured 60-Day
802469,Travis Honeyman,travis honeyman,STL,7-day,D7,Injured 7-Day
805809,Travis Sykora,travis sykora,WSH,60-day,D60,Injured 60-Day
701829,Trendan Parish,trendan parish,TB,7-day,D7,Injured 7-Day
830485,Trent Buchanan,trent buchanan,ATL,60-day,D60,Injured 60-Day
827528,Trent Turzenski,trent turzenski,BAL,7-day,D7,Injured 7-Day
680436,Trenton Wallace,trenton wallace,TOR,60-day,D60,Injured 60-Day
800723,Trevin Michael,trevin michael,DET,7-day,D7,Injured 7-Day
828342,Trevor Heishman,trevor heishman,DET,60-day,D60,Injured 60-Day
805321,Trevor Kuncl,trevor kuncl,CIN,full-season,ILF,Injured - Full Season
686790,Trevor McDonald,trevor mcdonald,SF,60-day,D60,Injured 60-Day
596115,Trevor Story,trevor story,BOS,60-day,D60,Injured 60-Day
700829,Trey Nordmann,trey nordmann,BAL,full-season,ILF,Injured - Full Season
700242,Trey Sweeney,trey sweeney,DET,60-day,D60,Injured 60-Day
702056,Trey Yesavage,trey yesavage,TOR,15-day,D15,Injured 15-Day
824288,Treyson Peters,treyson peters,PIT,7-day,D7,Injured 7-Day
671213,Triston Casas,triston casas,BOS,60-day,D60,Injured 60-Day
688367,Tucker Mitchell,tucker mitchell,TEX,full-season,ILF,Injured - Full Season
814491,Tucker Musgrove,tucker musgrove,SD,7-day,D7,Injured 7-Day
686654,Ty Adcock,ty adcock,SD,7-day,D7,Injured 7-Day
692226,Ty Floyd,ty floyd,CIN,60-day,D60,Injured 60-Day
695606,Ty Hodge,ty hodge,BOS,60-day,D60,Injured 60-Day
807257,Ty Southisene,ty southisene,TOR,7-day,D7,Injured 7-Day
814094,Tyler August,tyler august,ATH,7-day,D7,Injured 7-Day
592122,Tyler Austin,tyler austin,CHC,60-day,D60,Injured 60-Day
666121,Tyler Baum,tyler baum,WSH,60-day,D60,Injured 60-Day
815628,Tyler Bell,tyler bell,COL,60-day,D60,Injured 60-Day
802680,Tyler Bradt,tyler bradt,STL,60-day,D60,Injured 60-Day
827744,Tyler Bryant,tyler bryant,MIL,full-season,ILF,Injured - Full Season
666149,Tyler Fitzgerald,tyler fitzgerald,LAD,60-day,D60,Injured 60-Day
809499,Tyler Morgan,tyler morgan,SD,60-day,D60,Injured 60-Day
641933,Tyler O'Neill,tyler oneill,BAL,10-day,D10,Injured 10-Day
808805,Tyler Pettorini,tyler pettorini,PHI,60-day,D60,Injured 60-Day
691016,Tyler Soderstrom,tyler soderstrom,ATH,10-day,D10,Injured 10-Day
701603,Tyler Stuart,tyler stuart,WSH,60-day,D60,Injured 60-Day
802000,Tyler Switalski,tyler switalski,SF,60-day,D60,Injured 60-Day
694834,Tyler Wilson,tyler wilson,NYY,60-day,D60,Injured 60-Day
656731,Tylor Megill,tylor megill,NYM,60-day,D60,Injured 60-Day
692165,Tyrelle Chadwick,tyrelle chadwick,COL,60-day,D60,Injured 60-Day
694193,Victor Acosta,victor acosta,CIN,7-day,D7,Injured 7-Day
682674,Victor Bericoto,victor bericoto,SF,10-day,D10,Injured 10-Day
825497,Victor Familia,victor familia,PIT,7-day,D7,Injured 7-Day
834891,Victor Lopez,victor lopez,TEX,60-day,D60,Injured 60-Day
683748,Victor Mesa Jr.,victor mesa jr,TB,10-day,D10,Injured 10-Day
828349,Victor Rodriguez,victor rodriguez,MIA,7-day,D7,Injured 7-Day
660644,Vidal Bruján,vidal brujan,NYM,7-day,D7,Injured 7-Day
837039,Vismar Dagnino,vismar dagnino,HOU,60-day,D60,Injured 60-Day
801384,Walin Castillo,walin castillo,MIA,7-day,D7,Injured 7-Day
827734,Wei-En Lin,wei-en lin,ATH,60-day,D60,Injured 60-Day
700327,Welinton Herrera,welinton herrera,COL,60-day,D60,Injured 60-Day
672761,Wenceel Pérez,wenceel perez,DET,60-day,D60,Injured 60-Day
686579,Wes Burton,wes burton,CLE,full-season,ILF,Injured - Full Season
667744,Wesley Moore,wesley moore,PHI,full-season,ILF,Injured - Full Season
702906,Wilfredo Lara,wilfredo lara,MIA,60-day,D60,Injured 60-Day
684608,Will Brian,will brian,NYY,60-day,D60,Injured 60-Day
682999,Will Childers,will childers,MIL,7-day,D7,Injured 7-Day
694361,Will Klein,will klein,LAD,15-day,D15,Injured 15-Day
703042,Will Riley,will riley,SEA,60-day,D60,Injured 60-Day
805733,Will Rudy,will rudy,MIL,full-season,ILF,Injured - Full Season
691739,Will Sanders,will sanders,CHC,60-day,D60,Injured 60-Day
801696,Will Schomberg,will schomberg,MIA,full-season,ILF,Injured - Full Season
669257,Will Smith,will smith,LAD,60-day,D60,Injured 60-Day
676684,Will Vest,will vest,DET,60-day,D60,Injured 60-Day
669717,Will Wilson,will wilson,SEA,60-day,D60,Injured 60-Day
703151,William Bergolla Jr.,william bergolla jr,CWS,60-day,D60,Injured 60-Day
687531,William Kempner,william kempner,MIA,60-day,D60,Injured 60-Day
816266,Williams Salazar,williams salazar,LAD,60-day,D60,Injured 60-Day
642715,Willy Adames,willy adames,SF,10-day,D10,Injured 10-Day
815147,Wilson Rodriguez,wilson rodriguez,NYY,60-day,D60,Injured 60-Day
829815,Winkel Del Rosario,winkel del rosario,SF,60-day,D60,Injured 60-Day
808345,Wuilberth Mendez,wuilberth mendez,DET,full-season,ILF,Injured - Full Season
823005,Wyatt Halvorson,wyatt halvorson,LAD,full-season,ILF,Injured - Full Season
694766,Wyatt Hudepohl,wyatt hudepohl,NYM,60-day,D60,Injured 60-Day
702696,Xavier Cardenas III,xavier cardenas iii,MIA,60-day,D60,Injured 60-Day
808081,Xavier Cruz,xavier cruz,STL,full-season,ILF,Injured - Full Season
828492,Xavier Kolhosser,xavier kolhosser,MIN,7-day,D7,Injured 7-Day
801870,Xavier Meachem,xavier meachem,MIA,full-season,ILF,Injured - Full Season
837841,Yadier Munoz,yadier munoz,CHC,60-day,D60,Injured 60-Day
821107,Yairo Padilla,yairo padilla,STL,7-day,D7,Injured 7-Day
699043,Yamal Encarnacion,yamal encarnacion,HOU,7-day,D7,Injured 7-Day
805699,Yeiber Cartaya,yeiber cartaya,BAL,7-day,D7,Injured 7-Day
691558,Yeiner Fernandez,yeiner fernandez,LAD,full-season,ILF,Injured - Full Season
622075,Yency Almonte,yency almonte,LAD,full-season,ILF,Injured - Full Season
829929,Yeuri Ramirez,yeuri ramirez,DET,60-day,D60,Injured 60-Day
808253,Yhoan Escalona,yhoan escalona,PHI,full-season,ILF,Injured - Full Season
554340,Yimi García,yimi garcia,TOR,60-day,D60,Injured 60-Day
830034,Yobal Rodriguez,yobal rodriguez,CWS,full-season,ILF,Injured - Full Season
699293,Yohairo Cuevas,yohairo cuevas,NYM,7-day,D7,Injured 7-Day
837749,Yohansis Pena,yohansis pena,AZ,60-day,D60,Injured 60-Day
830007,Yordan Rodriguez,yordan rodriguez,NYM,full-season,ILF,Injured - Full Season
694057,Yordanny Monegro,yordanny monegro,BOS,60-day,D60,Injured 60-Day
808054,Yordin Chalas,yordin chalas,AZ,full-season,ILF,Injured - Full Season
827326,Yorman Licourt,yorman licourt,TOR,7-day,D7,Injured 7-Day
808380,Yosneiker Rivas,yosneiker rivas,SF,7-day,D7,Injured 7-Day
660162,Yoán Moncada,yoan moncada,LAA,60-day,D60,Injured 60-Day
825159,Yunior Amparo,yunior amparo,NYM,7-day,D7,Injured 7-Day
668678,Zac Gallen,zac gallen,AZ,60-day,D60,Injured 60-Day
684949,Zac Leigh,zac leigh,CHC,60-day,D60,Injured 60-Day
831337,Zach Bates,zach bates,LAD,full-season,ILF,Injured - Full Season
621107,Zach Eflin,zach eflin,BAL,60-day,D60,Injured 60-Day
808820,Zach Fogell,zach fogell,BOS,60-day,D60,Injured 60-Day
688396,Zach Fruit,zach fruit,BAL,60-day,D60,Injured 60-Day
823226,Zach Harris,zach harris,COL,60-day,D60,Injured 60-Day
836051,Zach Rogacki,zach rogacki,COL,60-day,D60,Injured 60-Day
702539,Zach Root,zach root,LAD,7-day,D7,Injured 7-Day
677161,Zack Kelly,zack kelly,BOS,60-day,D60,Injured 60-Day
687253,Zack Morris,zack morris,COL,full-season,ILF,Injured - Full Season
668868,Zack Thompson,zack thompson,STL,60-day,D60,Injured 60-Day
821486,Zack Tukis,zack tukis,PHI,full-season,ILF,Injured - Full Season
677312,Zane Mills,zane mills,CHC,full-season,ILF,Injured - Full Season
